iteration,avg_val_score,retrained_test_score,cv_ensembled_test_score,dataset_id,repetition,outer_fold,optimizer,metric,problem_type,model,mitigation,reshuffling,inner_split,selection_set_size,random_state,outer_n_folds,outer_n_repeats,experiment_source,raw_experiment_id,experiment_id,normalized_avg_val_score,normalized_retrained_test_score,normalized_cv_ensembled_test_score,val_loss,retrain_test_loss,ensembled_test_loss,normalized_val_loss,normalized_retrain_test_loss,normalized_ensembled_test_loss
10,0.2364795918367348,0.209148224395265,0.2130296791902556,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.9117987127644006,0.0623096095264459,0.1189266110998146,0.2364795918367348,0.209148224395265,0.2130296791902556,0.9117987127644006,0.0623096095264459,0.1189266110998146
11,0.2353815439219165,0.2124935666495111,0.2136194029850746,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.9018957613197444,0.148712268069788,0.1301077454767209,0.2353815439219165,0.2124935666495111,0.2136194029850746,0.9018957613197444,0.148712268069788,0.1301077454767209
12,0.2353815439219165,0.2124935666495111,0.2136194029850746,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.9018957613197444,0.148712268069788,0.1301077454767209,0.2353815439219165,0.2124935666495111,0.2136194029850746,0.9018957613197444,0.148712268069788,0.1301077454767209
13,0.2353815439219165,0.2124935666495111,0.2136194029850746,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.9018957613197444,0.148712268069788,0.1301077454767209,0.2353815439219165,0.2124935666495111,0.2136194029850746,0.9018957613197444,0.148712268069788,0.1301077454767209
14,0.2353815439219165,0.2124935666495111,0.2136194029850746,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.9018957613197444,0.148712268069788,0.1301077454767209,0.2353815439219165,0.2124935666495111,0.2136194029850746,0.9018957613197444,0.148712268069788,0.1301077454767209
15,0.2356782386867789,0.2166323554640591,0.2169540229885057,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.9045715588060518,0.2556078648573826,0.1933319780443155,0.2356782386867789,0.2166323554640591,0.2169540229885057,0.9045715588060518,0.2556078648573826,0.1933319780443155
16,0.2356782386867789,0.2166323554640591,0.2169540229885057,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.9045715588060518,0.2556078648573826,0.1933319780443155,0.2356782386867789,0.2166323554640591,0.2169540229885057,0.9045715588060518,0.2556078648573826,0.1933319780443155
17,0.2353565882874889,0.2157424086464231,0.2177903585520672,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.9016706942414572,0.2326225422320702,0.20918885952429,0.2353565882874889,0.2157424086464231,0.2177903585520672,0.9016706942414572,0.2326225422320702,0.20918885952429
18,0.2353565882874889,0.2157424086464231,0.2177903585520672,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.9016706942414572,0.2326225422320702,0.20918885952429,0.2353565882874889,0.2157424086464231,0.2177903585520672,0.9016706942414572,0.2326225422320702,0.20918885952429
19,0.2353260869565218,0.2130082346886257,0.2125364556527705,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.9013956122568836,0.1620049847687589,0.1095751168936741,0.2353260869565218,0.2130082346886257,0.2125364556527705,0.9013956122568836,0.1620049847687589,0.1095751168936741
20,0.2353260869565218,0.2130082346886257,0.2125364556527705,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.9013956122568836,0.1620049847687589,0.1095751168936741,0.2353260869565218,0.2130082346886257,0.2125364556527705,0.9013956122568836,0.1620049847687589,0.1095751168936741
21,0.2339285714285713,0.2145522388059701,0.2124077886429919,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8887918558727766,0.2018831348656886,0.1071355966659863,0.2339285714285713,0.2145522388059701,0.2124077886429919,0.8887918558727766,0.2018831348656886,0.1071355966659863
22,0.2339285714285713,0.2145522388059701,0.2124077886429919,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8887918558727766,0.2018831348656886,0.1071355966659863,0.2339285714285713,0.2145522388059701,0.2124077886429919,0.8887918558727766,0.2018831348656886,0.1071355966659863
23,0.2339285714285713,0.2145522388059701,0.2124077886429919,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8887918558727766,0.2018831348656886,0.1071355966659863,0.2339285714285713,0.2145522388059701,0.2124077886429919,0.8887918558727766,0.2018831348656886,0.1071355966659863
24,0.2339285714285713,0.2145522388059701,0.2124077886429919,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8887918558727766,0.2018831348656886,0.1071355966659863,0.2339285714285713,0.2145522388059701,0.2124077886429919,0.8887918558727766,0.2018831348656886,0.1071355966659863
25,0.2330911712511092,0.2143163492880425,0.211807342597358,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8812396050235715,0.1957906397119908,0.0957511689367727,0.2330911712511092,0.2143163492880425,0.211807342597358,0.8812396050235715,0.1957906397119908,0.0957511689367727
26,0.2286934338952972,0.2196667524446731,0.2091696688968947,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8415777843386656,0.3339795070617545,0.0457410042691554,0.2286934338952972,0.2196667524446731,0.2091696688968947,0.8415777843386656,0.3339795070617545,0.0457410042691554
27,0.2286934338952972,0.2196667524446731,0.2091696688968947,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8415777843386656,0.3339795070617545,0.0457410042691554,0.2286934338952972,0.2196667524446731,0.2091696688968947,0.8415777843386656,0.3339795070617545,0.0457410042691554
28,0.2286934338952972,0.2196667524446731,0.2091696688968947,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8415777843386656,0.3339795070617545,0.0457410042691554,0.2286934338952972,0.2196667524446731,0.2091696688968947,0.8415777843386656,0.3339795070617545,0.0457410042691554
29,0.2286934338952972,0.2196667524446731,0.2091696688968947,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8415777843386656,0.3339795070617545,0.0457410042691554,0.2286934338952972,0.2196667524446731,0.2091696688968947,0.8415777843386656,0.3339795070617545,0.0457410042691554
30,0.2286934338952972,0.2196667524446731,0.2091696688968947,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8415777843386656,0.3339795070617545,0.0457410042691554,0.2286934338952972,0.2196667524446731,0.2091696688968947,0.8415777843386656,0.3339795070617545,0.0457410042691554
31,0.2286934338952972,0.2196667524446731,0.2091696688968947,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8415777843386656,0.3339795070617545,0.0457410042691554,0.2286934338952972,0.2196667524446731,0.2091696688968947,0.8415777843386656,0.3339795070617545,0.0457410042691554
32,0.2276841171251109,0.2151955738548634,0.2119788986103963,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.832475071394589,0.2184990307394022,0.0990038625736918,0.2276841171251109,0.2151955738548634,0.2119788986103963,0.832475071394589,0.2184990307394022,0.0990038625736918
33,0.2276841171251109,0.2151955738548634,0.2119788986103963,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.832475071394589,0.2184990307394022,0.0990038625736918,0.2276841171251109,0.2151955738548634,0.2119788986103963,0.832475071394589,0.2184990307394022,0.0990038625736918
34,0.2276841171251109,0.2151955738548634,0.2119788986103963,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.832475071394589,0.2184990307394022,0.0990038625736918,0.2276841171251109,0.2151955738548634,0.2119788986103963,0.832475071394589,0.2184990307394022,0.0990038625736918
35,0.2276841171251109,0.2151955738548634,0.2119788986103963,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.832475071394589,0.2184990307394022,0.0990038625736918,0.2276841171251109,0.2151955738548634,0.2119788986103963,0.832475071394589,0.2184990307394022,0.0990038625736918
36,0.2276841171251109,0.2151955738548634,0.2119788986103963,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.832475071394589,0.2184990307394022,0.0990038625736918,0.2276841171251109,0.2151955738548634,0.2119788986103963,0.832475071394589,0.2184990307394022,0.0990038625736918
37,0.2276841171251109,0.2151955738548634,0.2119788986103963,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.832475071394589,0.2184990307394022,0.0990038625736918,0.2276841171251109,0.2151955738548634,0.2119788986103963,0.832475071394589,0.2184990307394022,0.0990038625736918
38,0.2276841171251109,0.2151955738548634,0.2119788986103963,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.832475071394589,0.2184990307394022,0.0990038625736918,0.2276841171251109,0.2151955738548634,0.2119788986103963,0.832475071394589,0.2184990307394022,0.0990038625736918
39,0.2276841171251109,0.2151955738548634,0.2119788986103963,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.832475071394589,0.2184990307394022,0.0990038625736918,0.2276841171251109,0.2151955738548634,0.2119788986103963,0.832475071394589,0.2184990307394022,0.0990038625736918
40,0.2276841171251109,0.2151955738548634,0.2119788986103963,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.832475071394589,0.2184990307394022,0.0990038625736918,0.2276841171251109,0.2151955738548634,0.2119788986103963,0.832475071394589,0.2184990307394022,0.0990038625736918
41,0.2276841171251109,0.2151955738548634,0.2119788986103963,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.832475071394589,0.2184990307394022,0.0990038625736918,0.2276841171251109,0.2151955738548634,0.2119788986103963,0.832475071394589,0.2184990307394022,0.0990038625736918
42,0.2273236468500443,0.214369960542117,0.2128152341739578,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8292241024859899,0.1971752977014669,0.1148607440536684,0.2273236468500443,0.214369960542117,0.2128152341739578,0.8292241024859899,0.1971752977014669,0.1148607440536684
43,0.2273236468500443,0.214369960542117,0.2128152341739578,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8292241024859899,0.1971752977014669,0.1148607440536684,0.2273236468500443,0.214369960542117,0.2128152341739578,0.8292241024859899,0.1971752977014669,0.1148607440536684
44,0.2273236468500443,0.214369960542117,0.2128152341739578,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8292241024859899,0.1971752977014669,0.1148607440536684,0.2273236468500443,0.214369960542117,0.2128152341739578,0.8292241024859899,0.1971752977014669,0.1148607440536684
45,0.2273236468500443,0.214369960542117,0.2128152341739578,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8292241024859899,0.1971752977014669,0.1148607440536684,0.2273236468500443,0.214369960542117,0.2128152341739578,0.8292241024859899,0.1971752977014669,0.1148607440536684
46,0.2273236468500443,0.214369960542117,0.2128152341739578,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8292241024859899,0.1971752977014669,0.1148607440536684,0.2273236468500443,0.214369960542117,0.2128152341739578,0.8292241024859899,0.1971752977014669,0.1148607440536684
47,0.2273236468500443,0.214369960542117,0.2128152341739578,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8292241024859899,0.1971752977014669,0.1148607440536684,0.2273236468500443,0.214369960542117,0.2128152341739578,0.8292241024859899,0.1971752977014669,0.1148607440536684
48,0.2273236468500443,0.214369960542117,0.2128152341739578,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8292241024859899,0.1971752977014669,0.1148607440536684,0.2273236468500443,0.214369960542117,0.2128152341739578,0.8292241024859899,0.1971752977014669,0.1148607440536684
49,0.2273236468500443,0.214369960542117,0.2128152341739578,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8292241024859899,0.1971752977014669,0.1148607440536684,0.2273236468500443,0.214369960542117,0.2128152341739578,0.8292241024859899,0.1971752977014669,0.1148607440536684
50,0.2273236468500443,0.214369960542117,0.2128152341739578,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8292241024859899,0.1971752977014669,0.1148607440536684,0.2273236468500443,0.214369960542117,0.2128152341739578,0.8292241024859899,0.1971752977014669,0.1148607440536684
51,0.2273236468500443,0.214369960542117,0.2128152341739578,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8292241024859899,0.1971752977014669,0.1148607440536684,0.2273236468500443,0.214369960542117,0.2128152341739578,0.8292241024859899,0.1971752977014669,0.1148607440536684
52,0.2273236468500443,0.214369960542117,0.2128152341739578,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8292241024859899,0.1971752977014669,0.1148607440536684,0.2273236468500443,0.214369960542117,0.2128152341739578,0.8292241024859899,0.1971752977014669,0.1148607440536684
53,0.2273236468500443,0.214369960542117,0.2128152341739578,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8292241024859899,0.1971752977014669,0.1148607440536684,0.2273236468500443,0.214369960542117,0.2128152341739578,0.8292241024859899,0.1971752977014669,0.1148607440536684
54,0.227135093167702,0.2140375707668553,0.2130940126951449,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8275235956722633,0.1885904181667121,0.1201463712136584,0.227135093167702,0.2140375707668553,0.2130940126951449,0.8275235956722633,0.1885904181667121,0.1201463712136584
55,0.2261063664596272,0.209630725681935,0.2103920054897924,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8182458305561823,0.074771531431734,0.0689164464321993,0.2261063664596272,0.209630725681935,0.2103920054897924,0.8182458305561823,0.074771531431734,0.0689164464321993
56,0.225463065661047,0.213962515011151,0.2093626694115629,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8124441014269914,0.1866518969814426,0.0494002846106912,0.225463065661047,0.213962515011151,0.2093626694115629,0.8124441014269914,0.1866518969814426,0.0494002846106912
57,0.225463065661047,0.213962515011151,0.2093626694115629,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8124441014269914,0.1866518969814426,0.0494002846106912,0.225463065661047,0.213962515011151,0.2093626694115629,0.8124441014269914,0.1866518969814426,0.0494002846106912
58,0.225463065661047,0.213962515011151,0.2093626694115629,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8124441014269914,0.1866518969814426,0.0494002846106912,0.225463065661047,0.213962515011151,0.2093626694115629,0.8124441014269914,0.1866518969814426,0.0494002846106912
59,0.225463065661047,0.213962515011151,0.2093626694115629,363700,1,0,smac,roc_auc,binary,LGBM,,False,cv,0.0,78,3,3,LGBM_363700_20260405_160514,363700_rep1_fold0_smac_roc_auc_cv,LGBM_363700_20260405_160514::363700_rep1_fold0_smac_roc_auc_cv,0.8124441014269914,0.1866518969814426,0.0494002846106912,0.225463065661047,0.213962515011151,0.2093626694115629,0.8124441014269914,0.1866518969814426,0.0494002846106912
